dataset,k,collection,TF,matrix_id,enrich_z,p,fdr
nt_splice_sites_all,6,vertebrates,ZNF24,MA1124.1,3.471,0.000259,0.00199
nt_splice_sites_all,6,vertebrates,THRA,MA1969.2,3.451,0.00028,0.00213
nt_splice_sites_all,6,vertebrates,POU6F1,MA1549.2,3.42,0.000313,0.00236
nt_splice_sites_all,6,vertebrates,ZNF707,MA1715.1,3.417,0.000317,0.00237
nt_splice_sites_all,6,vertebrates,SATB1,MA1963.2,3.403,0.000333,0.00247
nt_splice_sites_all,6,vertebrates,Arid3b,MA0601.2,3.39,0.00035,0.00258
nt_splice_sites_all,6,vertebrates,STAT1,MA0137.4,3.387,0.000353,0.00258
nt_splice_sites_all,6,vertebrates,mix-a,MA0621.2,3.381,0.000361,0.0026
nt_splice_sites_all,6,vertebrates,PBX2,MA1113.3,3.381,0.000362,0.0026
nt_splice_sites_all,6,vertebrates,SNAI3,MA1559.2,3.368,0.000379,0.0027
nt_splice_sites_all,6,vertebrates,FOXC2,MA0846.2,3.365,0.000383,0.00271
nt_splice_sites_all,6,vertebrates,Lhx3,MA0135.2,3.356,0.000395,0.00275
nt_splice_sites_all,6,vertebrates,NKX6-1,MA0674.2,3.356,0.000395,0.00275
nt_splice_sites_all,6,vertebrates,LMX1A,MA0702.3,3.353,0.0004,0.00275
nt_splice_sites_all,6,vertebrates,Hoxd13,MA0909.4,3.35,0.000404,0.00275
nt_splice_sites_all,6,vertebrates,RARA::RXRG,MA1149.2,3.349,0.000405,0.00275
nt_splice_sites_all,6,vertebrates,FOXA1,MA0148.5,3.34,0.00042,0.00283
nt_splice_sites_all,6,vertebrates,POU4F2,MA0683.2,3.335,0.000427,0.00285
nt_splice_sites_all,6,vertebrates,POU4F1,MA0790.2,3.281,0.000518,0.00344
nt_splice_sites_all,6,vertebrates,THRB,MA1575.2,3.27,0.000538,0.00354
nt_splice_sites_all,6,vertebrates,Alx1,MA0854.2,3.261,0.000556,0.00363
nt_splice_sites_all,6,vertebrates,FOXL1,MA0033.2,3.244,0.000589,0.00382
nt_splice_sites_all,6,vertebrates,Foxq1,MA0040.2,3.23,0.000618,0.00397
nt_splice_sites_all,6,vertebrates,LMX1B,MA0703.3,3.229,0.000621,0.00397
nt_splice_sites_all,6,vertebrates,FOXB1,MA0845.1,3.202,0.000682,0.00433
nt_splice_sites_all,6,vertebrates,NFATC4,MA1525.3,3.192,0.000707,0.00445
nt_splice_sites_all,6,vertebrates,Foxf1,MA1606.2,3.189,0.000714,0.00447
nt_splice_sites_all,6,vertebrates,POU3F4,MA0789.1,3.185,0.000723,0.00449
nt_splice_sites_all,6,vertebrates,BCL11A,MA2324.1,3.178,0.00074,0.00457
nt_splice_sites_all,6,vertebrates,ZNF354A,MA1978.2,3.17,0.000761,0.00466
nt_splice_sites_all,6,vertebrates,Nr2e1,MA0676.1,3.123,0.000895,0.00543
nt_splice_sites_all,6,vertebrates,Dmrt1,MA1603.2,3.122,0.0009,0.00543
nt_splice_sites_all,6,vertebrates,OSR2,MA1646.2,3.112,0.000928,0.00557
nt_splice_sites_all,6,vertebrates,FOXP3,MA0850.1,3.102,0.000961,0.00573
nt_splice_sites_all,6,vertebrates,POU4F3,MA0791.2,3.089,0.00101,0.00595
nt_splice_sites_all,6,vertebrates,ERF::FOXO1,MA1936.2,3.074,0.00106,0.0062
nt_splice_sites_all,6,vertebrates,OSR1,MA1542.2,3.059,0.00111,0.00649
nt_splice_sites_all,6,vertebrates,Foxj3,MA0851.2,3.028,0.00123,0.00713
nt_splice_sites_all,6,vertebrates,MEIS2,MA1640.2,3.016,0.00128,0.00738
nt_splice_sites_all,6,vertebrates,FOXG1,MA0613.1,2.999,0.00135,0.00775
nt_splice_sites_all,6,vertebrates,FOXO6,MA0849.1,2.988,0.00141,0.008
nt_splice_sites_all,6,vertebrates,Ascl2,MA0816.1,2.986,0.00142,0.008
nt_splice_sites_all,6,vertebrates,FOXO1::ELK3,MA1955.2,2.968,0.0015,0.00843
nt_splice_sites_all,6,vertebrates,Ebf4,MA2122.1,2.963,0.00152,0.00846
nt_splice_sites_all,6,vertebrates,ZSCAN4,MA1155.1,2.963,0.00153,0.00846
nt_splice_sites_all,6,vertebrates,Prdm14,MA1998.2,2.943,0.00162,0.00894
nt_splice_sites_all,6,vertebrates,NFE2,MA0841.2,2.934,0.00167,0.00917
nt_splice_sites_all,6,vertebrates,MEF2D,MA0773.1,2.932,0.00169,0.00917
nt_splice_sites_all,6,vertebrates,ELK1::HOXA1,MA1931.1,2.897,0.00188,0.0102
nt_splice_sites_all,6,vertebrates,CTCF,MA1929.2,2.89,0.00193,0.0104
nt_splice_sites_all,6,vertebrates,MAFK,MA0496.4,2.887,0.00195,0.0104
nt_splice_sites_all,6,vertebrates,RFX2,MA0600.3,2.874,0.00203,0.0108
nt_splice_sites_all,6,vertebrates,SOX8,MA0868.3,2.839,0.00226,0.012
nt_splice_sites_all,6,vertebrates,Nfatc1,MA0624.3,2.832,0.00232,0.0121
nt_splice_sites_all,6,vertebrates,Rarb,MA0857.1,2.825,0.00237,0.0123
nt_splice_sites_all,6,vertebrates,MEF2C,MA0497.2,2.824,0.00237,0.0123
nt_splice_sites_all,6,vertebrates,FOXO1::ELF1,MA1953.2,2.783,0.00269,0.0139
nt_splice_sites_all,6,vertebrates,VSX2,MA0726.2,2.764,0.00286,0.0146
nt_splice_sites_all,6,vertebrates,SCRT1,MA0743.3,2.746,0.00302,0.0154
nt_splice_sites_all,6,vertebrates,EBF1,MA0154.5,2.731,0.00316,0.016
nt_splice_sites_all,6,vertebrates,PAX4,MA0068.2,2.722,0.00324,0.0163
nt_splice_sites_all,6,vertebrates,Dlx5,MA1476.3,2.717,0.00329,0.0165
nt_splice_sites_all,6,vertebrates,Dlx2,MA0885.3,2.715,0.00331,0.0165
nt_splice_sites_all,6,vertebrates,PHOX2B,MA0681.3,2.707,0.00339,0.0168
nt_splice_sites_all,6,vertebrates,Foxj2,MA0614.1,2.694,0.00353,0.0173
nt_splice_sites_all,6,vertebrates,POU3F2,MA0787.1,2.694,0.00353,0.0173
nt_splice_sites_all,6,vertebrates,ZBTB7A,MA0750.3,2.693,0.00355,0.0173
nt_splice_sites_all,6,vertebrates,TEAD4,MA0809.3,2.685,0.00363,0.0176
nt_splice_sites_all,6,vertebrates,Ebf2,MA1604.2,2.676,0.00373,0.0179
nt_splice_sites_all,6,vertebrates,RORA,MA0072.2,2.665,0.00385,0.0184
nt_splice_sites_all,6,vertebrates,RFX5,MA0510.3,2.658,0.00393,0.0187
nt_splice_sites_all,6,vertebrates,REL,MA0101.1,2.652,0.004,0.0189
nt_splice_sites_all,6,vertebrates,Hoxa13,MA0650.4,2.649,0.00403,0.0189
nt_splice_sites_all,6,vertebrates,POU3F1,MA0786.2,2.649,0.00404,0.0189
nt_splice_sites_all,6,vertebrates,HOXB13,MA0901.3,2.641,0.00413,0.0192
nt_splice_sites_all,6,vertebrates,NFKB1,MA0105.4,2.641,0.00414,0.0192
nt_splice_sites_all,6,vertebrates,FOXH1,MA0479.2,2.622,0.00437,0.0202
nt_splice_sites_all,6,vertebrates,Prdm5,MA1999.2,2.617,0.00443,0.0203
nt_splice_sites_all,6,vertebrates,Stat5b,MA1625.2,2.607,0.00457,0.0208
nt_splice_sites_all,6,vertebrates,Nfatc2,MA0152.3,2.606,0.00457,0.0208
nt_splice_sites_all,6,vertebrates,RARA,MA0729.1,2.554,0.00532,0.0239
nt_splice_sites_all,6,vertebrates,NKX2-2,MA1645.2,2.554,0.00532,0.0239
nt_splice_sites_all,6,vertebrates,POU3F3,MA0788.1,2.534,0.00564,0.0252
nt_splice_sites_all,6,vertebrates,ZNF652,MA1657.2,2.524,0.00581,0.0258
nt_splice_sites_all,6,vertebrates,Stat5a,MA1624.2,2.513,0.00598,0.0264
nt_splice_sites_all,6,vertebrates,Rfx6,MA1724.2,2.513,0.00599,0.0264
nt_splice_sites_all,6,vertebrates,NKX2-5,MA0063.3,2.491,0.00637,0.0279
nt_splice_sites_all,6,vertebrates,CTCF,MA0139.2,2.463,0.0069,0.0301
nt_splice_sites_all,6,vertebrates,ZNF684,MA1600.2,2.461,0.00693,0.0301
nt_splice_sites_all,6,vertebrates,VSX1,MA0725.2,2.456,0.00703,0.0302
nt_splice_sites_all,6,vertebrates,LHX9,MA0701.3,2.455,0.00704,0.0302
nt_splice_sites_all,6,vertebrates,SRY,MA0084.2,2.378,0.0087,0.0372
nt_splice_sites_all,6,vertebrates,MEIS1,MA1639.2,2.376,0.00875,0.0372
nt_splice_sites_all,6,vertebrates,Nkx3-1,MA0124.3,2.374,0.00879,0.0372
nt_splice_sites_all,6,vertebrates,TFAP4,MA0691.1,2.371,0.00888,0.0374
nt_splice_sites_all,6,vertebrates,ETV7,MA1708.2,2.363,0.00906,0.0379
nt_splice_sites_all,6,vertebrates,MEF2B,MA0660.1,2.362,0.0091,0.0379
nt_splice_sites_all,6,vertebrates,ETV5::DRGX,MA1944.2,2.354,0.00928,0.0384
nt_splice_sites_all,6,vertebrates,SIX2,MA1119.2,2.353,0.0093,0.0384
nt_splice_sites_all,6,vertebrates,POU5F1,MA1115.2,2.347,0.00947,0.0388
nt_splice_sites_all,6,vertebrates,DLX6,MA0882.2,2.346,0.00948,0.0388
nt_splice_sites_all,6,vertebrates,LHX5,MA1519.2,2.342,0.0096,0.039
nt_splice_sites_all,6,vertebrates,RXRB,MA0855.1,2.341,0.00961,0.039
nt_splice_sites_all,6,vertebrates,MGA::EVX1,MA1960.2,2.338,0.00969,0.039
nt_splice_sites_all,6,vertebrates,KLF5,MA0599.1,2.338,0.0097,0.039
nt_splice_sites_all,6,vertebrates,ZFP14,MA1972.1,2.323,0.0101,0.0403
nt_splice_sites_all,6,vertebrates,THRB,MA1576.2,2.321,0.0101,0.0403
nt_splice_sites_all,6,vertebrates,MZF1,MA0056.3,2.303,0.0106,0.0421
nt_splice_sites_all,6,vertebrates,ETV2,MA0762.2,2.293,0.0109,0.0432
nt_splice_sites_all,6,vertebrates,Nr1h3::Rxra,MA0494.2,2.269,0.0116,0.0457
nt_splice_sites_all,6,vertebrates,RAX,MA0718.2,2.256,0.012,0.0471
nt_splice_sites_all,6,vertebrates,Yy1,MA0095.4,2.243,0.0125,0.0485
nt_splice_sites_all,6,vertebrates,Prdm4,MA1647.3,2.23,0.0129,0.0499
